date,description,amount,type,property_id,tenant_id
2024-09-07,RENT Maryan Osman #205 REF:LD1-205,237.5,rent_inflow,LD1,71.0
2024-09-07,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2024-09-07,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2024-09-07,RENT Mustaf Hersi #102 REF:T1-102,275.0,rent_inflow,T1,2.0
2024-09-07,RENT Abshir Guleid #165 REF:T1-165,1400.0,rent_inflow,T1,65.0
2024-09-08,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2024-09-08,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2024-09-08,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2024-09-09,Boiler service - Laba Dhagax 3,-250.0,expense_outflow,LD3,
2024-09-09,RENT Ayaan Cilmi #156 REF:T1-156,1350.0,rent_inflow,T1,56.0
2024-09-10,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2024-09-10,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2024-09-10,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2024-09-11,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2024-09-11,RENT Guled Hirsi #158 REF:T1-158,975.0,rent_inflow,T1,58.0
2024-09-11,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2024-09-11,RENT Degan Warsame #110 REF:T1-110,1012.5,rent_inflow,T1,10.0
2024-09-12,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2024-09-12,RENT Aden Hirsi #120 REF:T1-120,1100.0,rent_inflow,T1,20.0
2024-09-13,RENT Shukri Guleid #159 REF:T1-159,1300.0,rent_inflow,T1,59.0
2024-09-13,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2024-09-13,RENT Abshir Fiidow #148 REF:T1-148,1300.0,rent_inflow,T1,48.0
2024-09-13,RENT Aden Fiidow #129 REF:T1-129,1250.0,rent_inflow,T1,29.0
2024-09-13,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2024-09-15,RENT Khadar Warsame #106 REF:T1-106,1100.0,rent_inflow,T1,6.0
2024-09-15,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2024-09-15,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2024-09-15,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2024-09-15,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2024-09-18,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2024-09-18,RENT Rahma Guleid #304 REF:LD2-304,950.0,rent_inflow,LD2,75.0
2024-09-19,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2024-09-20,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2024-09-21,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2024-09-22,Plumbing call-out - Laba Dhagax 1,-450.0,expense_outflow,LD1,
2024-09-23,RENT Anas Dirie #405 REF:LD3-405,1150.0,rent_inflow,LD3,81.0
2024-09-23,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2024-09-25,Boiler service - Taleex,-320.0,expense_outflow,T1,
2024-09-26,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2024-09-28,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2024-09-30,RENT Hussein Mahad #133 REF:T1-133,1200.0,rent_inflow,T1,33.0
2024-09-30,RENT Anas Mohamud #162 REF:T1-162,550.0,rent_inflow,T1,62.0
2024-09-30,RENT Abukar Ibrahim #123 REF:T1-123,625.0,rent_inflow,T1,23.0
2024-09-30,RENT Ayaan Hirsi #301 REF:LD2-301,1050.0,rent_inflow,LD2,72.0
2024-10-01,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2024-10-01,RENT Shukri Mahad #141 REF:T1-141,1350.0,rent_inflow,T1,41.0
2024-10-02,RENT Ruqiya Hersi #113 REF:T1-113,1300.0,rent_inflow,T1,13.0
2024-10-02,RENT Mustaf Farah #154 REF:T1-154,1200.0,rent_inflow,T1,54.0
2024-10-02,RENT Hodan Ali #404 REF:LD3-404,1000.0,rent_inflow,LD3,80.0
2024-10-02,RENT Anas Guleid #104 REF:T1-104,900.0,rent_inflow,T1,4.0
2024-10-02,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2024-10-02,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2024-10-02,RENT Samira Farah #115 REF:T1-115,312.5,rent_inflow,T1,15.0
2024-10-03,RENT Hamdi Osman #119 REF:T1-119,1250.0,rent_inflow,T1,19.0
2024-10-03,RENT Mustaf Osman #109 REF:T1-109,600.0,rent_inflow,T1,9.0
2024-10-03,RENT Fardowsa Yare #204 REF:LD1-204,862.5,rent_inflow,LD1,70.0
2024-10-04,RENT Maryan Mohamud #149 REF:T1-149,1100.0,rent_inflow,T1,49.0
2024-10-04,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2024-10-04,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2024-10-04,RENT Shukri Guleid #159 REF:T1-159,650.0,rent_inflow,T1,59.0
2024-10-04,RENT Abukar Guleid #132 REF:T1-132,937.5,rent_inflow,T1,32.0
2024-10-04,RENT Asli Osman #127 REF:T1-127,1350.0,rent_inflow,T1,27.0
2024-10-04,RENT Aden Osman #126 REF:T1-126,1300.0,rent_inflow,T1,26.0
2024-10-05,RENT Sahra Awad #101 REF:T1-101,1400.0,rent_inflow,T1,1.0
2024-10-05,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2024-10-05,RENT Sulekha Ibrahim #166 REF:T1-166,1012.5,rent_inflow,T1,66.0
2024-10-05,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2024-10-06,RENT Ayaan Ibrahim #117 REF:T1-117,1250.0,rent_inflow,T1,17.0
2024-10-07,RENT Rahma Guleid #304 REF:LD2-304,237.5,rent_inflow,LD2,75.0
2024-10-07,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
2024-10-07,RENT Guled Farah #136 REF:T1-136,1200.0,rent_inflow,T1,36.0
2024-10-08,RENT Mustaf Fiidow #152 REF:T1-152,1300.0,rent_inflow,T1,52.0
2024-10-08,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2024-10-08,RENT Abshir Fiidow #148 REF:T1-148,1300.0,rent_inflow,T1,48.0
2024-10-08,RENT Guled Hirsi #158 REF:T1-158,1300.0,rent_inflow,T1,58.0
2024-10-08,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2024-10-08,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2024-10-08,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2024-10-08,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2024-10-08,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2024-10-09,RENT Anas Abdulle #138 REF:T1-138,1400.0,rent_inflow,T1,38.0
2024-10-09,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2024-10-09,RENT Degan Osman #203 REF:LD1-203,1150.0,rent_inflow,LD1,69.0
2024-10-09,RENT Maryan Osman #205 REF:LD1-205,950.0,rent_inflow,LD1,71.0
2024-10-09,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2024-10-09,RENT Aden Hirsi #120 REF:T1-120,550.0,rent_inflow,T1,20.0
2024-10-09,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2024-10-09,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2024-10-09,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2024-10-09,RENT Fardowsa Barre #135 REF:T1-135,1300.0,rent_inflow,T1,35.0
2024-10-10,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2024-10-11,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
2024-10-11,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2024-10-11,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2024-10-11,RENT Samira Ibrahim #147 REF:T1-147,1100.0,rent_inflow,T1,47.0
2024-10-11,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2024-10-12,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2024-10-12,RENT Anas Dirie #405 REF:LD3-405,862.5,rent_inflow,LD3,81.0
2024-10-12,RENT Ayaan Cilmi #156 REF:T1-156,1350.0,rent_inflow,T1,56.0
2024-10-13,Roof inspection - Laba Dhagax 1,-450.0,expense_outflow,LD1,
2024-10-13,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2024-10-13,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2024-10-13,RENT Degan Warsame #110 REF:T1-110,1350.0,rent_inflow,T1,10.0
2024-10-14,RENT Khadar Warsame #106 REF:T1-106,1100.0,rent_inflow,T1,6.0
2024-10-14,RENT Aden Fiidow #129 REF:T1-129,1250.0,rent_inflow,T1,29.0
2024-10-14,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2024-10-15,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2024-10-15,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2024-10-17,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2024-10-17,RENT Abukar Yare #401 REF:LD3-401,1150.0,rent_inflow,LD3,77.0
2024-10-17,RENT Maryan Warsame #134 REF:T1-134,1300.0,rent_inflow,T1,34.0
2024-10-18,Boiler service - Laba Dhagax 3,-320.0,expense_outflow,LD3,
2024-10-19,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2024-10-19,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2024-10-19,RENT Rahma Hersi #116 REF:T1-116,1200.0,rent_inflow,T1,16.0
2024-10-19,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2024-10-20,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2024-10-20,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2024-10-26,Lift service - Laba Dhagax 2,-250.0,expense_outflow,LD2,
2024-10-26,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2024-10-27,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2024-10-30,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2024-10-30,RENT Degan Awad #107 REF:T1-107,1300.0,rent_inflow,T1,7.0
2024-10-31,RENT Abukar Ibrahim #123 REF:T1-123,1250.0,rent_inflow,T1,23.0
2024-10-31,RENT Samira Farah #115 REF:T1-115,1250.0,rent_inflow,T1,15.0
2024-11-01,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2024-11-02,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2024-11-02,RENT Abukar Guleid #132 REF:T1-132,312.5,rent_inflow,T1,32.0
2024-11-02,RENT Hussein Mahad #133 REF:T1-133,1200.0,rent_inflow,T1,33.0
2024-11-03,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2024-11-03,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2024-11-03,RENT Shukri Guleid #159 REF:T1-159,1300.0,rent_inflow,T1,59.0
2024-11-03,RENT Ayaan Hirsi #301 REF:LD2-301,262.5,rent_inflow,LD2,72.0
2024-11-03,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2024-11-03,RENT Sulekha Ibrahim #166 REF:T1-166,1350.0,rent_inflow,T1,66.0
2024-11-03,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2024-11-04,RENT Anas Mohamud #162 REF:T1-162,1100.0,rent_inflow,T1,62.0
2024-11-04,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2024-11-04,RENT Fardowsa Barre #135 REF:T1-135,975.0,rent_inflow,T1,35.0
2024-11-04,RENT Hodan Ali #404 REF:LD3-404,1000.0,rent_inflow,LD3,80.0
2024-11-04,RENT Asli Osman #127 REF:T1-127,1350.0,rent_inflow,T1,27.0
2024-11-04,RENT Maryan Mohamud #149 REF:T1-149,550.0,rent_inflow,T1,49.0
2024-11-04,RENT Abshir Fiidow #148 REF:T1-148,650.0,rent_inflow,T1,48.0
2024-11-05,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
2024-11-05,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2024-11-05,RENT Anas Guleid #104 REF:T1-104,1200.0,rent_inflow,T1,4.0
2024-11-05,RENT Mustaf Farah #154 REF:T1-154,1200.0,rent_inflow,T1,54.0
2024-11-05,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2024-11-05,RENT Rahma Hersi #116 REF:T1-116,1200.0,rent_inflow,T1,16.0
2024-11-05,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2024-11-06,RENT Rahma Guleid #304 REF:LD2-304,950.0,rent_inflow,LD2,75.0
2024-11-06,RENT Samira Ibrahim #147 REF:T1-147,1100.0,rent_inflow,T1,47.0
2024-11-06,RENT Abukar Yare #401 REF:LD3-401,1150.0,rent_inflow,LD3,77.0
2024-11-06,RENT Shukri Mahad #141 REF:T1-141,1350.0,rent_inflow,T1,41.0
2024-11-06,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2024-11-06,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2024-11-06,RENT Anas Dirie #405 REF:LD3-405,1150.0,rent_inflow,LD3,81.0
2024-11-06,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2024-11-07,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
2024-11-07,RENT Maryan Warsame #134 REF:T1-134,1300.0,rent_inflow,T1,34.0
2024-11-07,RENT Anas Farah #153 REF:T1-153,1200.0,rent_inflow,T1,53.0
2024-11-07,RENT Liban Hersi #131 REF:T1-131,550.0,rent_inflow,T1,31.0
2024-11-07,RENT Mustaf Fiidow #152 REF:T1-152,650.0,rent_inflow,T1,52.0
2024-11-08,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2024-11-08,RENT Khadar Warsame #106 REF:T1-106,550.0,rent_inflow,T1,6.0
2024-11-08,RENT Mustaf Osman #109 REF:T1-109,1200.0,rent_inflow,T1,9.0
2024-11-08,RENT Anas Abdulle #138 REF:T1-138,1400.0,rent_inflow,T1,38.0
2024-11-08,RENT Hodan Awad #124 REF:T1-124,1400.0,rent_inflow,T1,24.0
2024-11-09,RENT Ayaan Cilmi #156 REF:T1-156,1350.0,rent_inflow,T1,56.0
2024-11-09,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2024-11-10,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2024-11-10,RENT Rahma Barre #303 REF:LD2-303,1000.0,rent_inflow,LD2,74.0
2024-11-10,RENT Shukri Osman #202 REF:LD1-202,1150.0,rent_inflow,LD1,68.0
2024-11-11,RENT Asli Sugulle #111 REF:T1-111,1100.0,rent_inflow,T1,11.0
2024-11-11,RENT Ayaan Warsame #201 REF:LD1-201,1100.0,rent_inflow,LD1,67.0
2024-11-11,RENT Hamdi Osman #119 REF:T1-119,1250.0,rent_inflow,T1,19.0
2024-11-11,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2024-11-11,RENT Abukar Abdulle #122 REF:T1-122,1250.0,rent_inflow,T1,22.0
2024-11-11,RENT Shukri Fiidow #157 REF:T1-157,1400.0,rent_inflow,T1,57.0
2024-11-12,RENT Degan Warsame #110 REF:T1-110,1350.0,rent_inflow,T1,10.0
2024-11-12,RENT Anas Cilmi #302 REF:LD2-302,1050.0,rent_inflow,LD2,73.0
2024-11-12,RENT Ubax Abdulle #142 REF:T1-142,1200.0,rent_inflow,T1,42.0
2024-11-12,RENT Ubax Dirie #144 REF:T1-144,1400.0,rent_inflow,T1,44.0
2024-11-12,RENT Faysal Dirie #151 REF:T1-151,1200.0,rent_inflow,T1,51.0
2024-11-12,RENT Abshir Guleid #165 REF:T1-165,1400.0,rent_inflow,T1,65.0
2024-11-13,Roof inspection - Laba Dhagax 1,-320.0,expense_outflow,LD1,
2024-11-13,RENT Degan Osman #203 REF:LD1-203,1150.0,rent_inflow,LD1,69.0
2024-11-13,RENT Nimco Mohamud #112 REF:T1-112,1200.0,rent_inflow,T1,12.0
2024-11-13,RENT Nimco Ali #403 REF:LD3-403,1000.0,rent_inflow,LD3,79.0
2024-11-14,RENT Guled Dirie #114 REF:T1-114,1300.0,rent_inflow,T1,14.0
2024-11-15,RENT Sahra Awad #101 REF:T1-101,1400.0,rent_inflow,T1,1.0
2024-11-15,RENT Aden Osman #126 REF:T1-126,1300.0,rent_inflow,T1,26.0
2024-11-18,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2024-11-20,Plumbing call-out - Taleex,-320.0,expense_outflow,T1,
2024-11-21,Boiler service - Laba Dhagax 3,-180.0,expense_outflow,LD3,
2024-11-22,RENT Aden Hirsi #120 REF:T1-120,1100.0,rent_inflow,T1,20.0
2024-11-24,RENT Guled Farah #136 REF:T1-136,1200.0,rent_inflow,T1,36.0
2024-11-24,RENT Ruqiya Hersi #113 REF:T1-113,1300.0,rent_inflow,T1,13.0
2024-11-24,Landscaping - Laba Dhagax 2,-600.0,expense_outflow,LD2,
2024-11-26,RENT Khadar Cilmi #143 REF:T1-143,1300.0,rent_inflow,T1,43.0
2024-11-27,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2024-11-28,RENT Abdirahman Yare #105 REF:T1-105,1400.0,rent_inflow,T1,5.0
2024-11-29,RENT Degan Awad #107 REF:T1-107,1300.0,rent_inflow,T1,7.0
2024-11-30,RENT Sahra Awad #101 REF:T1-101,350.0,rent_inflow,T1,1.0
2024-11-30,RENT Sharmarke Yare #130 REF:T1-130,1200.0,rent_inflow,T1,30.0
2024-11-30,RENT Khadar Yare #108 REF:T1-108,1100.0,rent_inflow,T1,8.0
2024-12-01,RENT Guled Hirsi #158 REF:T1-158,1300.0,rent_inflow,T1,58.0
2024-12-01,RENT Anas Mohamud #162 REF:T1-162,1100.0,rent_inflow,T1,62.0
2024-12-01,RENT Liban Hersi #131 REF:T1-131,1100.0,rent_inflow,T1,31.0
2024-12-02,RENT Ubax Guleid #140 REF:T1-140,1350.0,rent_inflow,T1,40.0
2024-12-02,RENT Sharmarke Fiidow #160 REF:T1-160,1200.0,rent_inflow,T1,60.0
2024-12-02,RENT Khadar Awad #146 REF:T1-146,1100.0,rent_inflow,T1,46.0
2024-12-02,RENT Abukar Yare #401 REF:LD3-401,862.5,rent_inflow,LD3,77.0
2024-12-02,RENT Samira Farah #115 REF:T1-115,1250.0,rent_inflow,T1,15.0
2024-12-02,RENT Hamdi Osman #119 REF:T1-119,625.0,rent_inflow,T1,19.0
2024-12-03,RENT Fardowsa Yare #204 REF:LD1-204,1150.0,rent_inflow,LD1,70.0
2024-12-03,RENT Abshir Fiidow #148 REF:T1-148,1300.0,rent_inflow,T1,48.0
2024-12-03,RENT Abukar Ibrahim #123 REF:T1-123,1250.0,rent_inflow,T1,23.0
2024-12-04,RENT Abdirahman Dirie #103 REF:T1-103,1200.0,rent_inflow,T1,3.0
2024-12-04,RENT Asli Awad #118 REF:T1-118,1200.0,rent_inflow,T1,18.0
2024-12-04,RENT Mustaf Osman #109 REF:T1-109,900.0,rent_inflow,T1,9.0
2024-12-05,RENT Hodan Osman #163 REF:T1-163,1100.0,rent_inflow,T1,63.0
2024-12-05,RENT Anas Farah #153 REF:T1-153,1200.0,rent_inflow,T1,53.0
2024-12-05,RENT Hamdi Ibrahim #139 REF:T1-139,1400.0,rent_inflow,T1,39.0
2024-12-05,RENT Mustaf Fiidow #152 REF:T1-152,1300.0,rent_inflow,T1,52.0
2024-12-05,RENT Hodan Yare #164 REF:T1-164,1400.0,rent_inflow,T1,64.0
2024-12-05,RENT Guled Farah #136 REF:T1-136,900.0,rent_inflow,T1,36.0
2024-12-05,RENT Maryan Warsame #134 REF:T1-134,1300.0,rent_inflow,T1,34.0
2024-12-06,RENT Shukri Mahad #141 REF:T1-141,675.0,rent_inflow,T1,41.0
2024-12-06,RENT Hodan Mohamud #125 REF:T1-125,1350.0,rent_inflow,T1,25.0
2024-12-06,RENT Rahma Osman #161 REF:T1-161,1350.0,rent_inflow,T1,61.0
2024-12-06,RENT Sharmarke Farah #150 REF:T1-150,1350.0,rent_inflow,T1,50.0
2024-12-07,RENT Sahra Ibrahim #121 REF:T1-121,1100.0,rent_inflow,T1,21.0
2024-12-08,RENT Fardowsa Ali #137 REF:T1-137,1250.0,rent_inflow,T1,37.0
2024-12-08,RENT Aden Hirsi #120 REF:T1-120,1100.0,rent_inflow,T1,20.0
2024-12-08,RENT Mustaf Farah #154 REF:T1-154,900.0,rent_inflow,T1,54.0
2024-12-08,RENT Liban Hirsi #155 REF:T1-155,1400.0,rent_inflow,T1,55.0
2024-12-08,RENT Ruqiya Hersi #113 REF:T1-113,1300.0,rent_inflow,T1,13.0
2024-12-08,RENT Abshir Abdulle #305 REF:LD2-305,1150.0,rent_inflow,LD2,76.0
2024-12-08,RENT Anas Dirie #405 REF:LD3-405,1150.0,rent_inflow,LD3,81.0
2024-12-08,RENT Samira Yare #128 REF:T1-128,1400.0,rent_inflow,T1,28.0
2024-12-08,RENT Fardowsa Awad #145 REF:T1-145,1200.0,rent_inflow,T1,45.0
2024-12-09,RENT Shukri Guleid #159 REF:T1-159,1300.0,rent_inflow,T1,59.0
2024-12-09,RENT Rahma Dirie #402 REF:LD3-402,1050.0,rent_inflow,LD3,78.0
2024-12-09,RENT Hodan Ali #404 REF:LD3-404,1000.0,rent_inflow,LD3,80.0
2024-12-09,RENT Degan Warsame #110 REF:T1-110,1350.0,rent_inflow,T1,10.0
2024-12-09,RENT Mustaf Hersi #102 REF:T1-102,1100.0,rent_inflow,T1,2.0
